ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000134333,219.41271216008184,1.0135357923342785,0.18468137042070024,4.124767693566199e-9,5.06699403925338e-7,3939,LDHA,11,18394388,18408425,1,protein_coding,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535]
ENSG00000113739,16.852168063779313,1.9584980729682062,0.453600446088691,1.9075378837880126e-8,2.025546583378288e-6,8614,STC2,5,173314713,173329503,-1,protein_coding,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
ENSG00000135378,13.563064536195679,1.666880824788533,0.5300633469953303,5.4554458074628825e-6,2.550624476399624e-4,79056,PRRG4,11,32829943,32858123,1,protein_coding,proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]
ENSG00000093000,17.881971216004736,1.7334776126105147,0.49548754025028813,1.2457857195119676e-6,7.504661089175458e-5,10762,NUP50,22,45163841,45188015,1,protein_coding,nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]
ENSG00000104537,8.445609651598147,-2.0210984266966276,0.5560104199841264,2.664455621222679e-7,2.140104418841036e-5,312,ANXA13,8,123680794,123737407,-1,protein_coding,annexin A13 [Source:HGNC Symbol;Acc:HGNC:536]
ENSG00000214049,52.62385304583021,1.468853195503827,0.23753266819845517,7.43722504183782e-12,1.9414256202964143e-9,652995,UCA1,19,15828961,15836320,1,processed_transcript,urothelial cancer associated 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37126]
ENSG00000113742,6.964998808416331,2.033253040640435,0.8854839099451269,1.5228609448636474e-5,6.44643501322348e-4,80315,CPEB4,5,173888280,173961976,1,protein_coding,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]
ENSG00000102804,24.92803411764541,1.8370906275877175,0.336818945674714,9.93260062540284e-11,1.858603996768611e-8,8848,TSC22D1,13,44432143,44577147,-1,protein_coding,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]
ENSG00000165507,11.02656293076508,1.4154740382007864,0.4034921006077782,5.233591674558533e-6,2.465297130910467e-4,11067,C10orf10,10,44970981,44978810,-1,protein_coding,chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]
ENSG00000101187,63.23405321907958,2.9552349860479623,0.3355943175144429,1.0637101327137624e-21,1.110690663575287e-18,28231,SLCO4A1,20,62642445,62685785,1,protein_coding,solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]
ENSG00000168959,3.5029170958375433,-1.9504274452545456,0.8312990812218619,1.7476817970904626e-5,7.109887310890746e-4,2915,GRM5,11,88504576,89065945,-1,protein_coding,glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]
ENSG00000113916,20.85698625872077,3.7490482326020658,0.6396278395278902,5.29091391848471e-12,1.4411989434481177e-9,604,BCL6,3,187721377,187745727,-1,protein_coding,B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]
ENSG00000164300,30.73692365617735,1.8709579611238631,0.33014637002398817,2.5715061586904686e-11,6.196340801613763e-9,256987,SERINC5,5,80111651,80256079,-1,protein_coding,serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]
ENSG00000144645,11.586764622174998,1.4408716242937858,0.3811053750594514,1.695006014136919e-6,9.924497830437193e-5,114884,OSBPL10,3,31657890,32077580,-1,protein_coding,oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]
ENSG00000074410,22.201173061973172,1.8997611482308525,0.35025966561482635,9.125191142580468e-11,1.858603996768611e-8,771,CA12,15,63321378,63382161,-1,protein_coding,carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]
ENSG00000164626,20.16062227899498,1.0625912188531499,0.26715683958907205,5.060143444666906e-6,2.4016514152150125e-4,8645,KCNK5,6,39188973,39229450,-1,protein_coding,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
ENSG00000242515,8.640893434946191,1.446816238780151,0.4736451002985645,1.960189273432171e-5,7.84697647443693e-4,54575,UGT1A10,2,233636454,233773305,1,protein_coding,UDP glucuronosyltransferase family 1 member A10 [Source:HGNC Symbol;Acc:HGNC:12531]
ENSG00000146223,9.274594296022922,-1.2298510944475496,0.3671270752832829,2.2792806610137662e-5,8.869374746118785e-4,285855,RPL7L1,6,42879618,42889925,1,protein_coding,ribosomal protein L7 like 1 [Source:HGNC Symbol;Acc:HGNC:21370]
ENSG00000086548,21.624664389244124,-1.935300660134623,0.6971462791977558,6.166040596157943e-6,2.8404591422742285e-4,4680,CEACAM6,19,41750977,41772208,1,protein_coding,carcinoembryonic antigen related cell adhesion molecule 6 [Source:HGNC Symbol;Acc:HGNC:1818]
ENSG00000161395,76.97102465259763,-1.6286677889208452,0.16188845225459533,4.848183556438575e-26,6.074773996217535e-23,93210,PGAP3,17,39671122,39696797,-1,protein_coding,post-GPI attachment to proteins 3 [Source:HGNC Symbol;Acc:HGNC:23719]
ENSG00000185567,16.570290207905106,1.5985384892901848,0.39959125969134224,3.309610203659449e-7,2.5918384907408062e-5,113146,AHNAK2,14,104937244,104978357,-1,protein_coding,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]
ENSG00000146674,282.8005215367363,2.624309914436862,0.23682438230042496,6.921336608750594e-32,2.1681086926911236e-28,3486,IGFBP3,7,45912245,45921874,-1,protein_coding,insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]
ENSG00000196620,5.2568067896968955,-1.5802675831004367,0.5566524450050458,1.9664410319019918e-5,7.84697647443693e-4,7366,UGT2B15,4,68646630,68670628,-1,protein_coding,UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546]
ENSG00000110422,12.037586131960214,1.6117637636993658,0.4344545994007416,9.757659950629225e-7,6.302241194916711e-5,10114,HIPK3,11,33256672,33357023,1,protein_coding,homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
ENSG00000173281,12.249336114480805,1.5871581192930553,0.3995819205180455,3.919779545214662e-7,2.9587251627433564e-5,79660,PPP1R3B,8,9136255,9151574,-1,protein_coding,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
ENSG00000099194,107.23657745827441,1.4523276988750744,0.2059830600751078,2.3809917428094288e-14,1.2430761057250893e-11,6319,SCD,10,100347124,100364834,1,protein_coding,stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]
ENSG00000100097,20.62833347542198,1.2212664393569428,0.32194647529600157,4.8562275773258465e-6,2.3768957634333148e-4,3956,LGALS1,22,37675608,37679806,1,protein_coding,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000102837,44.79130335497228,1.827165982140476,0.37468684692468274,2.2119125576140197e-9,3.149461857602689e-7,10562,OLFM4,13,53028759,53052057,1,protein_coding,olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]
ENSG00000167106,25.298817134221764,1.7272233321314718,0.3532983444191523,3.2034274899024996e-9,4.0958108620896246e-7,399665,FAM102A,9,127940579,127980513,-1,protein_coding,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]
ENSG00000153292,22.44990598727171,-1.56082411135071,0.3068419349081418,2.560995420691591e-9,3.48796441535496e-7,266977,ADGRF1,6,46997703,47042363,-1,protein_coding,adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990]
ENSG00000147883,9.466734977702405,2.664069530375032,0.7636915044552233,1.3972078640183333e-7,1.2157648983437303e-5,1030,CDKN2B,9,22002903,22009363,-1,protein_coding,cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]
ENSG00000169903,49.36644316224547,-1.4516557642684547,0.34054953602351795,2.241337708117106e-7,1.8236338625134633e-5,7104,TM4SF4,3,149473974,149503281,1,protein_coding,transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856]
ENSG00000112699,3.895588067294614,-2.2634302078385096,0.8063783178102487,2.372666839423398e-6,1.3272105133024635e-4,2762,GMDS,6,1623806,2245692,-1,protein_coding,"GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]"
ENSG00000162413,17.02260885665085,2.4187679030291225,0.5693159746495234,8.869900815084043e-9,9.923201536875273e-7,9903,KLHL21,1,6590724,6614607,-1,protein_coding,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
ENSG00000196188,23.51083496217028,-1.4836573662267531,0.3096342908566613,1.6607462812697864e-8,1.7938923193371056e-6,1510,CTSE,1,206009264,206023909,-1,protein_coding,cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]
ENSG00000072682,23.755424607577677,1.8098637794290064,0.3423167819193712,2.794892420243868e-10,4.7324327061696843e-8,8974,P4HA2,5,132191838,132295315,-1,protein_coding,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]
ENSG00000124762,29.046974313817703,1.4765800552317594,0.4207320897331978,3.854561327857591e-6,1.9474860257280487e-4,1026,CDKN1A,6,36676460,36687339,1,protein_coding,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]
ENSG00000163082,42.470642541006896,1.5507808331690158,0.248034397521587,3.201460469618621e-12,9.551023734362217e-10,130367,SGPP2,2,222424517,222560948,1,protein_coding,sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953]
ENSG00000139725,21.662272773950612,1.080385114927713,0.2865320007320666,1.0534160996688867e-5,4.551484044431431e-4,54509,RHOF,12,121777754,121803403,-1,protein_coding,"ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]"
ENSG00000117394,32.74914720994383,1.5257787975966495,0.2902470469729069,1.2404560757281955e-9,1.8073156545202664e-7,6513,SLC2A1,1,42925375,42959173,-1,protein_coding,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
ENSG00000106541,123.95010592666272,-1.402430445481112,0.21298725405734,7.707872128509522e-13,2.558669394734444e-10,10551,AGR2,7,16791811,16833433,-1,protein_coding,"anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]"
ENSG00000163209,7.84033926658075,-3.382615635091355,0.645633484775525,9.967304732180552e-11,1.858603996768611e-8,6707,SPRR3,1,153001747,153003856,1,protein_coding,small proline rich protein 3 [Source:HGNC Symbol;Acc:HGNC:11268]
ENSG00000196975,91.93177928528895,-1.0278984339888084,0.1772482530425029,6.431088028111949e-10,1.0330965768236247e-7,307,ANXA4,2,69644425,69827100,1,protein_coding,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]
ENSG00000162366,32.609912502415675,-1.0779565770127861,0.25978028262533587,2.3033571952486064e-6,1.3000480025434703e-4,10158,PDZK1IP1,1,47183593,47191044,-1,protein_coding,PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]
ENSG00000163735,176.27027733994922,-1.105427063352199,0.2091055442423974,8.32309802491697e-9,9.597103966620637e-7,6374,CXCL5,4,73995642,73998779,-1,protein_coding,C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000104419,163.50725517273008,3.5620362494557862,0.2250530634071309,1.3455905326643139e-58,8.430124687141926e-55,10397,NDRG1,8,133237171,133302022,-1,protein_coding,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
ENSG00000120694,37.76931115280264,1.2639219507627462,0.30037804047900774,7.283300746837103e-7,5.014272437245543e-5,10808,HSPH1,13,31134974,31162388,-1,protein_coding,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]
ENSG00000118816,20.128789018673288,1.2448562873330862,0.3184203657139844,2.7442542917760508e-6,1.4694660801689707e-4,10983,CCNI,4,77047158,77076005,-1,protein_coding,cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
ENSG00000152952,41.23813530262969,1.8946797469270873,0.3011668018671251,5.163426194137219e-13,2.0218040691418547e-10,5352,PLOD2,3,146069440,146163653,-1,protein_coding,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]"
ENSG00000116514,8.170170635135886,1.65260743430968,0.5941078744576404,1.6915695531114663e-5,6.972160033054827e-4,127544,RNF19B,1,32936445,32964685,-1,protein_coding,ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]
ENSG00000146678,37.59306767781764,2.106525498061752,0.6149728411890799,4.5712920710876867e-7,3.409422003019566e-5,3484,IGFBP1,7,45888357,45893668,1,protein_coding,insulin like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]
ENSG00000198840,26.742010387996086,-1.3775537107689262,0.37843159092739964,3.935704412839128e-6,1.9569196941616776e-4,4537,MT-ND3,MT,10059,10404,1,protein_coding,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]
ENSG00000105329,15.435225646376589,2.783531957921446,0.532045657707248,6.581827965867699e-11,1.421901800212453e-8,7040,TGFB1,19,41301587,41353911,-1,protein_coding,transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]
ENSG00000128422,68.54037062927381,2.510326283323583,0.33679996558209574,3.7203230970836914e-17,2.913478025403666e-14,3872,KRT17,17,41619437,41624842,-1,protein_coding,keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]
ENSG00000114796,11.607024213984799,1.7514758063731954,0.4864546897459963,7.972185663388908e-7,5.253467908181819e-5,54800,KLHL24,3,183635568,183684477,1,protein_coding,kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]
ENSG00000165650,9.720280225771047,1.475783753103222,0.49699640976650494,2.1916190860757274e-5,8.635530549851845e-4,118987,PDZD8,10,117277274,117375467,-1,protein_coding,PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974]
ENSG00000168003,41.69348968894249,1.309129018266178,0.34481223821103446,3.0872073879112385e-6,1.6117795237719924e-4,6520,SLC3A2,11,62856102,62888875,1,protein_coding,solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]
ENSG00000080573,9.032351066567756,2.308170610496196,0.7575878054707929,1.0478106972389934e-6,6.63084244262858e-5,50509,COL5A3,19,9959561,10010471,-1,protein_coding,collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]
ENSG00000112715,99.67746318618892,2.10627092625503,0.20466284795484013,6.1830936288715865e-28,9.6842703962201215e-25,7422,VEGFA,6,43770184,43786487,1,protein_coding,vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
ENSG00000116285,36.01970639762124,1.8002426979018396,0.3217677846061593,5.248162361115018e-11,1.1742763282994853e-8,54206,ERRFI1,1,8004404,8026308,-1,protein_coding,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]
