SAMPLE_NAME,ATMOSPHERE,CRS,GROUP,QCWELL,TEST,gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,entrez,symbol,chr,start,end,strand,biotype,description,normalized_counts
Sample.Anaerobic,anaerobic,unknown,unknown,unknown,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],24.041172781757467
Sample.Anaerobic,anaerobic,unknown,unknown,unknown,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],360.617591726362
Sample.Anaerobic.006.A03,anaerobic,none,group_6,A03,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],19.652129566431565
Sample.Anaerobic.006.A03,anaerobic,none,group_6,A03,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],513.1389386790464
Sample.Anaerobic.006.A04,anaerobic,none,group_6,A04,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],22.721649048290455
Sample.Anaerobic.006.A04,anaerobic,none,group_6,A04,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],986.1195686958057
Sample.Anaerobic.006.A05,anaerobic,none,group_6,A05,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],37.1956567941377
Sample.Anaerobic.006.A05,anaerobic,none,group_6,A05,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],1051.7071958542435
Sample.Anaerobic.006.A06,anaerobic,none,group_6,A06,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],23.085060685575034
Sample.Anaerobic.006.A06,anaerobic,none,group_6,A06,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],1110.0066679647327
Sample.Anaerobic.006.A07,anaerobic,none,group_6,A07,anaerobic,ENSG00000167772,15.12335483351273,3.5049218496229972,0.5633284719806146,6.020702661693039e-13,2.2188060103239344e-10,51129,ANGPTL4,19,8363289,8374373,1,protein_coding,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039],25.452821393513773
Sample.Anaerobic.006.A07,anaerobic,none,group_6,A07,anaerobic,ENSG00000197249,545.563982365069,1.6841790413800857,0.2524638514474605,1.067873480061476e-13,4.778733823275105e-11,5265,SERPINA1,14,94376747,94390693,-1,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],593.5961560701605
